"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","GPU Speed Of Light Throughput","sm__throughput.avg.pct_of_peak_sustained_elapsed","percent","61.32"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","GPU Speed Of Light Throughput","gpu__time_duration.sum","nsecond","247300"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","GPU Speed Of Light Throughput","l1tex__t_bytes_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed","percent","72.14"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","l2cache__hit_rate.pct","percent","41.2"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","l1tex__hit_rate.pct","percent","38.1"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum","","124132"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","dram__bytes.sum.per_second","gbyte/second","412.3"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Memory Workload Analysis","smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct","percent","79.3"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Scheduler Statistics","smsp__warps_active.avg.pct_of_peak_sustained_active","percent","62.4"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Warp State Statistics","smsp__average_warp_latency_per_inst_issued.ratio","inst","18.2"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Warp State Statistics","smsp__warp_issue_stalled_local_mem_throttle_per_warp_active.pct","percent","3.1"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Warp State Statistics","smsp__branch_targets_threads_diverged.avg","percent","2.1"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Launch Statistics","launch__registers_per_thread","register/thread","64"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Launch Statistics","launch__shared_mem_per_block_static","byte","16384"
"0","12345","./bench","localhost","chunked_scan_kernel","2024-Mar-18 12:00:00","1","7","Source Counters","inst_executed","inst","312,847"
